Grade,Subject,Chapter No.,Chapter,Part No.,Content_Title,Duration,youtube_link
Class 6,संस्कृत,12,दशमः त्वम असि,4,अभ्यासप्रश्ना:,1192,www.youtube.com/embed/6WwJmeLRbz4
Class 6,गणित,3,संख्याओं के साथ खेलना,23,प्रश्नावली 3.5 ( प्रश्न संख्या 2 व 3 ),308,www.youtube.com/embed/JacVmCRpW9Q
Class 6,गणित,3,संख्याओं के साथ खेलना,25,प्रश्नावली 3.5 ( प्रश्न संख्या 7 व 8 ),583,www.youtube.com/embed/PfhyWwGi4xA
Class 6,गणित,3,संख्याओं के साथ खेलना,26,प्रश्नावली 3.5 ( प्रश्न संख्या 9 व 10 ),472,www.youtube.com/embed/p4gIgkflKyI
Class 6,हिन्दी (वसंत - 1),8,ऐसे-ऐसे,1,एकांकी,1336,www.youtube.com/embed/i2zpLULIoVg
Class 6,हिन्दी (वसंत - 1),8,ऐसे-ऐसे,4,वाक्य,661,www.youtube.com/embed/oYAOXE3SXrY
Class 6,गणित,3,संख्याओं के साथ खेलना,27,प्रश्नावली 3.5 ( प्रश्न संख्या 11 व 12 ),479,www.youtube.com/embed/dutCLzMrPSk
Class 6,गणित,3,संख्याओं के साथ खेलना,29,प्रश्नावली 3.6 ( प्रश्न संख्या 1 a से 1 e ),724,www.youtube.com/embed/cQmUPc3xmEw
Class 6,हिन्दी (वसंत - 1),8,ऐसे-ऐसे,2,एकांकी,1013,www.youtube.com/embed/tX47bOQEvaI
Class 6,हिन्दी (वसंत - 1),8,ऐसे-ऐसे,3,अभ्यास प्रश्न,800,www.youtube.com/embed/FSs0wbnnz7Y
Class 6,संस्कृत व्याकरणम्,1,कारक,1,परिचय,1395,www.youtube.com/embed/_nIWqEyXm6o
Class 6,संस्कृत व्याकरणम्,2,शब्दरुपाणी,1,अकारान्त पुल्लिंङ्गः शब्दः,1415,www.youtube.com/embed/xexE6Tlt1og
Class 6,संस्कृत व्याकरणम्,2,शब्दरुपाणी,2,अकारान्त स्त्रीलिङ्गः शब्दः,827,www.youtube.com/embed/nLcjg0L0s-I
Class 6,संस्कृत व्याकरणम्,3,धातुरुपाणी,1,पठ् ( पढ़ना ) धातु,1899,www.youtube.com/embed/PT8-g4SMscY
Class 6,संस्कृत व्याकरणम्,3,धातुरुपाणी,5,चिन्त् ( सोचना ) धातु,1170,www.youtube.com/embed/ozl_K4MEE4g
Class 6,संस्कृत व्याकरणम्,2,शब्दरुपाणी,4,अकारान्त पुल्लिंङ्गः शब्दः | भाग-2,784,www.youtube.com/embed/QJjzwUwdl_o
Class 6,अंग्रेजी (Honey Suckle),9,Desert Animals,3,Working With The Text,474,www.youtube.com/embed/aYBQA-uf79Y
Class 6,अंग्रेजी (Honey Suckle),9,Desert Animals,4,Working With The Language,533,www.youtube.com/embed/FqLP-AU6_vQ
Class 6,संस्कृत,13,विमानयानं रचयाम,2,वायुविहारम्,805,www.youtube.com/embed/D4SamyjG2Mo
Class 6,संस्कृत,13,विमानयानं रचयाम,4,मौक्तिकहारम्,655,www.youtube.com/embed/XCjlVcwLp7s
Class 6,संस्कृत,13,विमानयानं रचयाम,6,अभ्यासप्रश्नाः,1064,www.youtube.com/embed/l-oOImNQQLY
Class 6,संस्कृत,14,अहह आः च,2,द्वितीयगधांशः,622,www.youtube.com/embed/lBjcZFJoMws
Class 6,संस्कृत,15,मातुलचन्द्र,2,नीलाकाशः,848,www.youtube.com/embed/HpHhrzGNzG4
Class 6,अंग्रेजी (Poem),7,Vocation,1,Poem,659,www.youtube.com/embed/XWuV8uuemRs
Class 6,अंग्रेजी (Poem),7,Vocation,2,Working With The Poem,389,www.youtube.com/embed/QkVIqL0bEdQ
Class 6,संस्कृत व्याकरणम्,2,शब्दरुपाणी,3,अकारान्त नपुंसकर्लिङ्गः शब्दः,689,www.youtube.com/embed/66D8fDrIDMI
Class 6,संस्कृत,13,विमानयानं रचयाम,1,सामान्यपरिचयः,411,www.youtube.com/embed/rj2STxrJDOg
Class 6,संस्कृत व्याकरणम्,3,धातुरुपाणी,2,गम् गच्छ् (जाना ) धातु,1273,www.youtube.com/embed/HTUCYmSJBIw
Class 6,संस्कृत व्याकरणम्,3,धातुरुपाणी,4,नी- नय् ( ले जाना ) धातु,760,www.youtube.com/embed/Rbk1JWHOt4Y
Class 6,अंग्रेजी (Honey Suckle),9,Desert Animals,2,About Mongoose And Camels,880,www.youtube.com/embed/rCFmMc_4qKk
Class 6,संस्कृत,14,अहह आः च,4,अभ्यासप्रश्नाः,896,www.youtube.com/embed/w8Xt6UvaPbw
Class 6,संस्कृत,15,मातुलचन्द्र,6,अभ्यासप्रश्नाः,931,www.youtube.com/embed/Aq3DrrL_rfA
Class 6,अंग्रेजी (Poem),6,The Wonderful Words,2,Working With The Poem,273,www.youtube.com/embed/j21cTdWSTQ0
Class 6,संस्कृत,15,मातुलचन्द्र,5,मामं गीतिं श्रावय,719,www.youtube.com/embed/4pO3fmgoUqk
Class 6,अंग्रेजी (Poem),8,Whatif,2,Working With The Poem,323,www.youtube.com/embed/0CjgDtbkQLM
Class 6,संस्कृत,13,विमानयानं रचयाम,3,चन्दिरलोकम्,675,www.youtube.com/embed/5AhI7fthx3o
Class 6,संस्कृत,14,अहह आः च,1,प्रथमगधांशः,718,www.youtube.com/embed/lifOZmBL0Ls
Class 6,संस्कृत,15,मातुलचन्द्र,3,मम गेहम्,668,www.youtube.com/embed/I56M__8fH1I
Class 6,संस्कृत,15,मातुलचन्द्र,4,चंद्रिकावितानम्,721,www.youtube.com/embed/Q0zJgFXJDA0
Class 6,अंग्रेजी (Poem),6,The Wonderful Words,1,Poem,312,www.youtube.com/embed/r8Si_JCm8a4
Class 6,हिन्दी (वसंत - 1),9,टिकट अलबम,1,कहानी | भाग-1,1344,www.youtube.com/embed/173cSXh_nT4
Class 6,संस्कृत व्याकरणम्,3,धातुरुपाणी,3,स्था-तिष्ठ् ( ठहरना ) धातु,1076,www.youtube.com/embed/KUE7y9HAhXQ
Class 6,अंग्रेजी (Honey Suckle),9,Desert Animals,1,Abilities Of Desert Animals,1217,www.youtube.com/embed/JnGP-oE7Xuc
Class 6,संस्कृत,13,विमानयानं रचयाम,5,अम्बरभूषाम्,699,www.youtube.com/embed/FRCGuHG-4GE
Class 6,संस्कृत,14,अहह आः च,3,अंतिमगधांशः,583,www.youtube.com/embed/oXQjCnDMAPk
Class 6,हिन्दी (वसंत - 1),9,टिकट अलबम,3,अभ्यास प्रश्न,832,www.youtube.com/embed/ZFtUoIJz-Gs
Class 6,हिन्दी (वसंत - 1),9,टिकट अलबम,4,भाषा की बात,451,www.youtube.com/embed/LbTLYFzc40Y
Class 6,हिन्दी (वसंत - 1),10,झाँसी की रानी,3,कविता | भाग-3,1534,www.youtube.com/embed/LT5F5Ye2gT8
Class 6,हिन्दी (वसंत - 1),11,जो देखकर भी नहीं देखते,1,निबंध,823,www.youtube.com/embed/KoJ5NU4c6Ow
Class 6,हिन्दी (वसंत - 1),11,जो देखकर भी नहीं देखते,3,अभ्यास प्रश्न,1028,www.youtube.com/embed/ODqbAmQZgf0
Class 6,हिन्दी (वसंत - 1),12,संसार पुस्तक है,1,पत्र,1557,www.youtube.com/embed/lZ8ZINKCGQk
Class 6,अंग्रेजी (Poem),8,Whatif,1,Poem,346,www.youtube.com/embed/EuVbvRqpWTE
Class 6,हिन्दी (वसंत - 1),10,झाँसी की रानी,1,कविता | भाग-1,925,www.youtube.com/embed/4_FYs-z_gFY
Class 6,हिन्दी (वसंत - 1),14,लोकगीत,1,भाग -1,891,www.youtube.com/embed/oSojr4UZWno
Class 6,हिन्दी (वसंत - 1),14,लोकगीत,3,अभ्यास प्रश्न,528,www.youtube.com/embed/deDI90l9Ido
Class 6,हिन्दी (वसंत - 1),15,नौकर,2,निबंध | भाग -2,806,www.youtube.com/embed/1XrDOXDllOg
Class 6,हिन्दी (वसंत - 1),15,नौकर,3,निबंध | भाग-3,971,www.youtube.com/embed/OjHu5HAIsmQ
Class 6,हिन्दी (वसंत - 1),15,नौकर,4,भाषा की बात,363,www.youtube.com/embed/kIoiyPRQ_Ok
Class 6,हिन्दी (वसंत - 1),17,साँस-साँस में बाँस,2,अभ्यास प्रश्न,1043,www.youtube.com/embed/75QrwNRlUw4
Class 6,संस्कृत,15,मातुलचन्द्र,1,सामान्यपरिचयः,369,www.youtube.com/embed/bI_-dpnqxqs
Class 6,हिन्दी (वसंत - 1),10,झाँसी की रानी,4,अभ्यास प्रश्न,847,www.youtube.com/embed/0iY7_5kp4YM
Class 6,हिन्दी (वसंत - 1),12,संसार पुस्तक है,2,अभ्यास प्रश्न,824,www.youtube.com/embed/eM84didZGFc
Class 6,हिन्दी (वसंत - 1),16,वन के मार्ग में,2,अभ्यास प्रश्न,658,www.youtube.com/embed/eChiJnyQrEU
Class 6,हिन्दी (वसंत - 1),9,टिकट अलबम,2,कहानी | भाग-2,963,www.youtube.com/embed/qU54hv95k-8
Class 6,हिन्दी (वसंत - 1),11,जो देखकर भी नहीं देखते,2,लेखिका के बारे ने,240,www.youtube.com/embed/JoknKmEbcRc
Class 6,हिन्दी (वसंत - 1),14,लोकगीत,2,निबंध,605,www.youtube.com/embed/WWOJQEvMWb8
Class 6,हिन्दी (वसंत - 1),14,लोकगीत,4,भाषा की बात,499,www.youtube.com/embed/KUlrB3_GVfg
Class 6,हिन्दी (वसंत - 1),15,नौकर,1,निबंध | भाग-1,1349,www.youtube.com/embed/xze4SK9s6Xs
Class 6,हिन्दी (वसंत - 1),17,साँस-साँस में बाँस,1,निबंध,1322,www.youtube.com/embed/Wb4gmNS8Igw
Class 6,हिन्दी (वसंत - 1),13,मैं सबसे छोटी होऊँ,1,कविता,612,www.youtube.com/embed/Q4zaICv4H1E
Class 6,हिन्दी (वसंत - 1),13,मैं सबसे छोटी होऊँ,2,अभ्यास प्रश्न,799,www.youtube.com/embed/7whwEnawnuA
Class 6,हिन्दी (वसंत - 1),10,झाँसी की रानी,2,कविता | भाग-2,833,www.youtube.com/embed/E60TqeP7pbQ
Class 6,हिन्दी (वसंत - 1),16,वन के मार्ग में,1,कविता |,901,www.youtube.com/embed/FjhpqB7lEnU
Class 6,अंग्रेजी (Honey Suckle),10,The Banyan Tree,2,Fight between Cobra and mongoose,920,www.youtube.com/embed/FFeLEAPi7_g
Class 6,अंग्रेजी (Honey Suckle),10,The Banyan Tree,3,Working With The Text,561,www.youtube.com/embed/6uypHrxCvj4
Class 6,अंग्रेजी (Honey Suckle),10,The Banyan Tree,4,Working With The Language,251,www.youtube.com/embed/fDb6Ctwbysk
Class 6,उर्दू,1,अलिफ़ - अलिफ़ मद ( ا آ ),1,सबक 1,759,www.youtube.com/embed/62_P7_pv324
Class 6,अंग्रेजी (Honey Suckle),10,The Banyan Tree,1,Poet's Childhood,827,www.youtube.com/embed/TrpQnT4v5sg
Class 6,संस्कृत व्याकरणम्,2,शब्दरुपाणी,5,उकारान्त पुल्लिंङ्गः-शब्दः,1528,www.youtube.com/embed/nIsBxY2NBZI
Class 6,उर्दू,3,नून य य ( ن ی ے ),1,सबक 3,1609,www.youtube.com/embed/i2fqg9N7IM8
Class 6,उर्दू,4,जीम च ह ख़ ( ج چ ح خ ),1,सबक 4,2172,www.youtube.com/embed/_P3bmEepFM8
Class 6,उर्दू,2,ब प त ट स ( ب پ ت ٹ ث ),1,सबक 2,1286,www.youtube.com/embed/1sqKfXRBr90
Class 6,उर्दू,5,ज़ाल डाल दाल ( د ڈ ذ ),1,ज़ाल डाल दाल ( د ڈ ذ ),2350,www.youtube.com/embed/0ATZ-E2O0yM
Class 6,गणित,5,प्रारंभिक आकारों को समझना,10,त्रिभुजों का वर्गीकरण,447,www.youtube.com/embed/L1IZKPSDkjQ
Class 6,गणित,8,दशमलव,11,प्रश्नवाली 8.5 के प्रश्न,1503,www.youtube.com/embed/kPiCcOqKdEc
Class 6,गणित,5,प्रारंभिक आकारों को समझना,11,प्रश्नावली 5 .6 के प्रश्न,1344,www.youtube.com/embed/fmTlXHXCx2E
Class 6,गणित,6,पूर्णांक,5,प्रश्नावली 6 .2 के प्रश्न,1616,www.youtube.com/embed/duVwUGSXHdE
Class 6,उर्दू,6,ज़ेय ज़ ङ र ( ر ڑ ز ژ ),1,ज़ेय ज़ ङ र ( ر ڑ ز ژ ),2334,www.youtube.com/embed/O85lkh7bfek
Class 6,गणित,8,दशमलव,7,प्रश्नवाली 8.3 के प्रश्न,1662,www.youtube.com/embed/2g19DKoakJI
Class 6,गणित,6,पूर्णांक,6,प्रश्नावली 6 .3 के उदाहरण,523,www.youtube.com/embed/eSfxX6PQi98
Class 6,गणित,9,आँकड़ों का प्रबंधन,1,प्रश्नावली 9 .1 के उदाहरण,1674,www.youtube.com/embed/LC9idl6rAbE
Class 6,गणित,11,बीजगणित,9,प्रश्नावली 11 .4 के प्रश्न,1988,www.youtube.com/embed/OmDvcS-4J-s
Class 6,गणित,9,आँकड़ों का प्रबंधन,2,प्रश्नावली 9.1 के प्रश्न,2603,www.youtube.com/embed/wde-GYkEg4s
